name,artists,id,tempo,energy,loudness
Beat Down,Bossfight,6GaB23qYZMlEw3jyKcR232,150.058,0.989,-2.389
Velocity,meganeko,1ODEuo1QE9alDUNPOEcUBi,173.931,0.885,-5.921
Be Gone Mr. Gawne,Bossfight,2MPMRrUUKjwyYP1M6cStpZ,167.952,0.968,-2.572
Epsilon (drey_o3o Remix),"meganeko, drey_o3o",6loF2QgSpUNxfimTVc0VKl,174.564,0.991,-3.963
FFVII REMAKE: ガードスコーピオン (Scorpion Sentinel),"Nobuo Uematsu, 島 翔太朗",5BddF0DpRH8civu6HEXWyv,167.892,0.882,-5.955
Made To Love,TobyMac,2lWAP3l4ILsjy11jsX49Ys,169.975,0.937,-3.353
Northern Sky (feat. Kb),"Capital Kings, KB",1B8apLbD3Xmu0AyzDsc8R8,144.952,0.966,-2.804
Changed - OHKI Roller Rink Remix,Jordan Feliz,7h8sVS1zlPsMIQZDyFmFSK,174.006,0.888,-6.504
Darker Waters,Matt Moore,00OA2SUEe3Cr4O7TzgCc9T,193.99,0.933,-5.745
My Novocain,Seventh Day Slumber,3bdCVsZ1cBAg4nHUtx2XFv,172.952,0.934,-5.011
I Need You,Seventh Day Slumber,6zd8T1PBe9JFHmuVnurdRp,147.997,0.861,-5.085
Yours Truly,"Seventh Day Slumber, Magdalene Rose",0LfSlWOS4TXJHOBZ7fPiNy,162.032,0.891,-5.612
No Plan B - Doug Weier Remix,"Manafest, Doug Weier",3ejydoU9tAdSAT8WvljdVo,140.103,0.971,-4.155
Renegade (Doug Weier Remix),Manafest,4OfmFDUFVsDVNoSdkgzVss,170.02,0.958,-4.536
Unpopular,Skillet,2LQj9oZhGaxq6oBb9FMwGq,160.108,0.859,-4.667
Hero,Skillet,4CbKVDZkYKdv69I4bCaKUq,142.018,0.967,-2.543
"Heroes (From ""My Hero Academia"")",NateWantsToBattle,1hG6CJ2K7M1w2pqxClRZXi,198.047,0.944,-3.623
The Day,NateWantsToBattle,0lvT8MtEShxGe8jybc6cnr,186.209,0.925,-4.047
Biohazard,Crusher-P,3EUPo9glAy3ab6OwuGzecF,140.037,0.922,-2.357
Surf,Hyper Potions,10LpJJYns7Qc6POnyWJ14A,155.011,0.902,-4.578
Maboroshi,"Hyper Potions, Synthion, MYLK",5euHZw4X82pmE12LUP7Zam,169.981,0.97,-1.639
Last of Me,CircusP,2pRAUlbHnLpfmBjKWmbiVA,168.869,0.856,-5.712
Again,Crusher-P,4v9ML498AaiaIvc6RWn8Mh,144.955,0.9,-6.435
Biohazard,Crusher-P,4bsXGdbbRXCjLtiQSLJPV3,140.037,0.922,-2.357
Expedition,"Hyper Potions, Nokae",6MyLqKVEnNMB6UdR6n6lEZ,159.978,0.981,-3.697
DARKNESS BEFORE THE DAWN!,"Caleb Hyles, Lacey Sturm, Wolves At The Gate, Judge & Jury",7fYPGeh5sIKyH2LXTZBTP6,165.0,0.992,-3.262
Break Through it All,"RichaadEB, Gilly",5JB8OsE0VJciQ6DsOm5rnX,195.008,0.974,-2.407
V&K (feat. DJKatsuya),"PSYQUI, DJ-KATSUYA",6ufQt1iHJbHa72QVMGufd0,171.982,0.874,-5.06
From Zero (feat. Rika),"Neko Hacker, Rika",3azE5I7j0B7qcOq8Zr74Cb,160.021,0.943,-3.682
Your voice so... (feat. such),"PSYQUI, Such",1dEdjxgkaPGhAJ6XvUKic2,176.227,0.903,-4.271
Night Sky (feat. Mashilo & ichika),"Neko Hacker, Mashilo, ichika",3O7mnK6JeKEwMKM8uQ6uHI,155.01,0.906,-3.976
Looking for a New Adventure,"Camellia, Nanahira",3cRIBzUBYkELL2sqXgHP8s,175.034,0.97,-2.364
You Make My Life 1UP - x127 Long ver.,"Camellia, Nanahira",13NJanGURIz7PP1oZGCjii,180.007,0.978,-1.731
"senpai, notice me! - YUC'e Remix","Camellia, Nanahira",3BohG9TOEAiFXrtH0AeQit,159.979,0.966,-3.224
フリーフォール,Zekk,7uBZPcJpJQLF5nP5w3xjaN,180.07,0.987,-2.647
Light it up,Camellia,3MA7N8ALJzg4I696jxdk8d,174.931,0.943,-3.828
Exit This Earth's Atomosphere,Camellia,0Ww4xWSspmcAO6N8zzaR3d,170.082,0.952,-2.58
Extra Mode,USAO,2ogHqV1tITu82cAGD2wl61,194.984,0.978,-4.036
Rock It,God's Warrior,6nXYtNbcwpPgYnxivDW2by,174.056,0.978,-1.234
You Saved Me,God's Warrior,59hPUf5935B2hMXayv2aNV,150.0,0.972,-2.236
Freedom,"God's Warrior, Eciverate",4ZpkYetDi8b6OpMm7vhbqt,155.051,0.965,-2.176
You Honor Me,God's Warrior,1eRJcXdS0gN3x7sqrA4DfS,175.175,0.993,-0.963
Heart Force,"Edu Linares, Resonant Force, Holy Moshe",7DQrYdFDrgqTJt5bF1vbAw,150.021,0.947,-6.378
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",3bidbhpOYeV4knp8AIu8Xn,146.078,0.922,-4.457
Empire State Of Mind,"JAY-Z, Alicia Keys",3xkxcbnc7G3XYuZt6eUnI5,173.521,0.955,-1.533
We Own It (Fast & Furious),"2 Chainz, Wiz Khalifa",00QyLmjxaSEE8qIZQjBXBj,172.078,0.899,-4.573
The Show Goes On,Lupe Fiasco,4NTWZqvfQTlOMitlVn6tew,143.067,0.889,-3.839
Fresh,DEVO,0QvrHKd7rCBBI5yrlkLWOr,153.003,0.962,-3.296
Afraid of the Dark,"KUURO, Sophiya",4QdPnsIiInAvsIlKUdPGQX,160.056,0.92,-5.809
Fade Away (Deaf Kev Remix),"Jacob Tillberg, Deaf Kev",6aaVyAVhe4zB9KkdQo3eJ5,174.874,0.929,-4.372
Bring Me Joy - Freaks & Geeks Remix,"Rudimental, Karen Harding, Freaks & Geeks",1Arviy3wusZ02379SkO5x3,173.85,0.962,-1.199
All We Get,"Elephante, yetep, Daye",2sdLCGpvMTedz3m0TcAUwf,150.069,0.867,-4.706
Shine On,"Kaskade, Wilkinson, Paige Cavell",1dzT7QlKDdGiF4PMreS2Yc,174.001,0.969,-2.329
D.j Vengeance,Beat Hackers,55cd2tJNoxBlVrRizpX9Vf,144.99,0.97,-5.406
Step Back,"Gammer, Pixel Terror",6WLt6imgOa1qmdZhBZ4PHh,150.002,0.983,-2.016
Step Back,"Gammer, Pixel Terror",0oHEiGSJjfLROTq55TEoFl,150.023,0.982,-2.017
Pump,"Teddy Killerz, Pegboard Nerds",0wdmg7VuwWNWnRkDWOh27n,173.984,0.991,-1.003
Prognosis,Blue Stahli,2K6idekZrz1H2okt4gJTO8,180.043,0.941,-5.79
Dead Channel,Blue Stahli,2LKWHDVaL1ic7IKlNpIAH2,180.011,0.9,-5.624
Upgrade - Rewired by HYPER,"Blue Stahli, Danny Cocke, Hyper",7bBB0oDNjRKjZhvEigyTSF,200.025,0.943,-6.048
Droideka,Neoslave,0cz9JjUXssN1OdEE1ajdzV,199.932,0.863,-6.861
Faith - One Hunna Remix,"SoulBox, Geek Boy",5dPvzHbpMcRoVdwRxejlph,174.094,0.874,-6.535
Bang,Konata Small,3eTjbGUcLjWf5khSDNzAVb,155.044,0.959,-2.838
SETSUNA,Shiki,1yOMvKo8TOOsDVB3mgZjsd,143.966,0.963,-5.062
Fluent,"Flava D, Emz",0Wg68asc8j6JEcPwoI3cGr,174.038,0.927,-3.411
Break Through It All,"SEGA SOUND TEAM, Tomoya Ohtani, Kellin Quinn",0Oz6SCNjnsfEAWI3Y9Ix7f,194.918,0.954,-4.846
Let The Speed To Mend It,"SEGA SOUND TEAM, Runblebee",1jKR8BSa8nYBQwfFR1z6GH,174.973,0.992,-6.372
Cyber Space 1-2: Flowing,"SEGA SOUND TEAM, Tomoya Ohtani",0wYcuaTCCD87YSpVT5r8QT,174.964,0.971,-6.609
Centipede,Knife Party,0u2AIKDVafHwCFQ9LDnqxH,140.077,0.951,-3.71
awake,effe,26YxXWEfeLOwllrFgFq2pe,160.026,0.95,-0.619
